,id,title,rmse,count,cause
581,3743293,이상형,8.96,17,
582,30181278,오랜 날 오랜 밤,8.96,37,
583,4771771,빨개요,8.95,13,
584,30011624,숨,8.94,44,
585,30105621,나비잠 (Sweet Dream),8.94,25,
586,3928294,남자 없이 잘 살아,8.93,15,
587,4188687,Kill Bill,8.93,11,
588,30529998,Forever,8.93,12,
589,3922071,이러지마 제발 (Please Don`t...),8.92,22,
590,5431090,술이 너보다 낫더라,8.89,21,
591,8206881,L.I.E,8.89,15,
592,4144408,All Right,8.87,16,
593,4806688,끼부리지마,8.87,33,
594,8261335,아름다워 (Beautiful) (Feat. 지코 (ZICO)),8.87,14,
595,8243822,비행소년 (Feat. 거미),8.83,15,
596,3600223,Be My Baby,8.81,20,
597,5419682,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",8.81,39,
598,3373007,Don`t Cry,8.79,19,
599,7911687,Boys And Girls (Feat. Babylon),8.79,49,
600,30960341,BOOMERANG (부메랑),8.79,31,
601,5835766,Okey Dokey,8.77,41,
602,8189661,쏘쏘,8.77,21,
603,3772625,떠나간다,8.73,14,
604,3791293,복숭아,8.73,11,
605,30488202,나로 말할 것 같으면 (Yes I am),8.73,19,
606,4840373,I Swear,8.7,14,
607,4582959,인연,8.68,29,
608,4503810,까탈레나 (Catallena),8.67,25,
609,3706380,니가 필요해 (I Need You),8.65,14,
610,5702706,꺼내 먹어요,8.65,47,
611,30378159,잼잼,8.65,11,
612,3108907,비밀 (Special Vocal. 박완규),8.64,16,
613,8295867,여름밤에 우린,8.61,19,
614,30806580,instagram,8.61,31,
615,3573175,연애시대 (Feat. Ra.D) (Narr. 한효주),8.6,16,
616,3713013,Touch,8.59,16,
617,30637982,DNA,8.59,58,
618,3917048,아마추어,8.58,11,
619,4027796,오랜만이죠 (Feat. 신지수),8.58,12,
620,4142913,My Love,8.58,25,
621,83437,여전히 아름다운지,8.57,11,
622,3715674,BAD BOY,8.56,15,
623,4342054,이별남녀,8.56,21,
624,3337496,아파 아이야,8.54,12,
625,3894730,그XX,8.54,18,
626,4138607,넌 너무 야해 (Feat. 긱스) (The Way You Make Me Melt),8.54,18,
627,4333791,코끝에 겨울,8.54,15,계절
628,5719286,뱅뱅뱅 (BANG BANG BANG),8.54,47,
629,31151836,Way Back Home,8.54,16,
630,5634218,"Coma 07` (Prod.by DJ Juice, D.Theo)",8.53,14,
631,4478191,멘붕 (CL Solo),8.52,24,
632,4749449,"명수네 떡볶이 (Feat. 김예림, UL)",8.51,12,
633,30851703,다른사람을 사랑하고 있어,8.5,13,
634,3808405,2HOT,8.49,16,
635,3065249,High High,8.48,17,
636,3573326,사랑은 Move,8.48,18,
637,3715672,BLUE,8.48,19,
638,3391560,Golden Lady (Feat. 현아 Of 4Minute),8.47,12,
639,3786914,너뿐이야 (You`re The One),8.46,15,
640,30349593,사랑이 잘 (With 오혁),8.46,32,
641,30587846,가시나,8.46,35,
642,30611680,폰서트,8.46,27,
643,3625504,너랑 나,8.45,28,
644,4074795,들었다 놨다 (Love Actually),8.45,14,
645,30157753,Beautiful,8.44,36,
646,8252573,아주 NICE,8.43,14,
647,3663978,Lovey-Dovey,8.42,22,
648,3699257,생각날거야,8.41,16,
649,4252727,사랑은 타이밍,8.41,12,
650,3947371,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",8.36,59,
651,5612284,안녕 (Hi~),8.36,16,
652,30529997,What U do?,8.35,12,
653,30637983,Best Of Me,8.35,24,
654,4089360,Bounce,8.33,15,
655,4095862,미스코리아,8.33,11,
656,5376645,가드올리고 Bounce,8.33,20,
657,4130922,미친연애 (Bad Girl) (Feat. E-Sens Of 슈프림팀),8.32,28,
658,30413326,SIGNAL,8.32,23,
659,3936237,휘파람,8.3,20,
660,5474213,HAPPY TOGETHER,8.3,18,
661,3771082,Oh! My God,8.29,11,
662,30261007,KNOCK KNOCK,8.29,31,
663,8254545,Why So Lonely,8.28,26,
664,5684914,Who Are You (Feat. 개코),8.27,11,
665,7933703,못먹는 감 (Sour Grapes),8.27,21,
666,30613202,시차 (We Are) (Feat. 로꼬 & GRAY),8.26,48,
667,3570725,샹하이 로맨스 (上海之戀),8.25,13,
668,3897152,니가 싫어,8.25,15,
669,4074419,어때 (Feat. 하림),8.24,15,
670,4646573,너의 의미 (Feat. 김창완),8.24,74,
671,4101639,YooHoo (유후),8.22,17,
672,4454382,보름달 (Feat. Lena),8.22,19,
673,5465008,세 사람 (With 성시경),8.21,28,
674,30035555,내 옆에 그대인 걸,8.2,19,
675,482653,With Me,8.19,11,
676,4163613,오늘따라 보고싶어서 그래,8.19,20,
677,7971052,Sing For You,8.19,17,
678,3602154,죽고 싶단 말 밖에,8.18,20,
679,4103251,우리가 헤어진 진짜 이유,8.18,13,
680,3065250,Oh Yeah (Feat. 박봄),8.17,17,
681,3764899,Volume Up,8.17,15,
682,3818839,안좋을때 들으면 더 안좋은 노래,8.17,14,
683,5388806,당신만이,8.16,18,
684,3798160,아름다운 밤,8.14,19,
685,4367874,너를,8.11,16,
686,5681153,I NEED U,8.1,16,
687,30169383,Who Are You,8.1,18,
688,3026178,행복한 나를 (Feat. 존박),8.08,11,
689,4412480,답이 없었어,8.08,18,
690,4462368,Can`t Stop,8.08,14,
691,4583482,200%,8.08,23,
692,5456526,나는 달라 (Feat. BOBBY),8.08,19,
693,7953958,우주를 건너,8.08,25,
694,3928293,먼지가 되어,8.07,23,
695,7847861,Dumb Dumb,8.07,32,
696,7998349,어땠을까,8.06,18,
697,5657227,한번 더 말해줘 (Feat. 장한나),8.05,16,
698,3735693,Sherlock.셜록 (Clue+Note),8.04,12,
699,3903316,립스틱 (LIPSTICK),8.04,19,
700,30725482,Beautiful,8.04,50,
701,30725643,뻔한 이별 (PROD. 13),8.04,13,
702,4302973,해볼라고,8.03,14,
703,5470838,GOOD BOY,8.03,34,
704,4138606,Give It To Me,8.02,22,
705,5555751,또 운다 또,8.01,22,
706,3051244,좋은 날,8,24,
707,5660040,아예 (Ah Yeah),8,23,
708,8190803,1llusion,8,15,
709,4004361,시작이 좋아 (Feat. 강민희 Of 미스에스),7.99,14,
710,5628083,두사랑 (Feat. 매드클라운),7.99,29,
711,30757693,기억의 빈자리,7.98,25,
712,8252408,Forever (Prod. By GRAY),7.97,33,
713,3485088,남자니까 웃는거야,7.96,12,
714,3498780,향수 뿌리지마,7.96,11,
715,4493462,보고 싶어...운다,7.96,13,
716,4785453,Body Language (Feat. 범키),7.96,15,
717,4050612,It`s Over,7.95,11,
718,4141700,첫사랑,7.94,12,
719,5684826,BAE BAE,7.93,31,
720,30492279,비도 오고 그래서 (Feat. 신용재),7.93,69,날씨
721,30278209,Fine,7.92,20,
722,3339079,메아리,7.89,12,
723,3791867,목소리 (Feat. 개리 Of 리쌍),7.89,20,
724,30729198,좋아,7.89,26,
725,3059678,사랑이 고프다 (I Promise You),7.87,12,
726,3714473,Falling,7.87,14,
727,5608760,시작이 좋아 2015 (Prod. By 버벌진트),7.87,19,
728,30069773,불장난,7.87,52,
729,4038121,이게 사랑이 아니면 (Feat. 에일리),7.84,17,
730,5795006,예뻐서 (Feat. 루이 Of 긱스) (You`re beautiful),7.84,13,
731,30709103,"그때의 나, 그때의 우리",7.84,26,
732,4026975,너 땜에 못살아 (Feat. 버벌진트),7.83,13,
733,5760116,맨정신,7.83,18,
734,7999021,또 하루 (Feat. 개코),7.83,24,
735,30657310,상상,7.83,11,
736,3037051,니까짓게,7.81,15,
737,3715675,재미없어,7.8,11,
738,7979764,화이트(WHITE) (Feat. 박재범),7.8,12,
739,4633162,중독 (Overdose),7.79,22,
740,30232778,YESTERDAY,7.78,20,
741,4047160,거북이,7.77,23,
742,3128548,달라,7.75,12,
743,3811437,To You,7.75,15,
744,5546828,팔베개 (Feat. 기현) (Pillow),7.74,23,
745,3827879,Flashback,7.72,12,
746,5674119,Me You (Feat. 백예린 Of 15&),7.72,24,
747,30530002,기억을 걷는 밤 (Walk On Memories),7.72,12,
748,3424822,별빛달빛,7.71,20,
749,4118143,Bad Girls,7.71,13,
750,4237755,착해 빠졌어 (Stupid In Love),7.71,40,
751,3758104,나를 사랑했던 사람아,7.69,28,
752,5682700,LOSER,7.69,28,
753,5661710,품행제로,7.68,18,
754,7953785,RUN,7.67,21,
755,30688990,그 사람을 아나요,7.67,24,
756,30939452,Jenga (Feat. Gaeko),7.67,20,
757,8233293,신사 ($insa),7.66,15,
758,3669413,키 큰 노총각 이야기,7.63,11,
759,30035184,빌려줄게,7.63,17,
760,5592623,My Type (Prod. By 버벌진트),7.62,21,
761,30657309,고쳐주세요,7.61,12,
762,30833270,답장,7.61,15,
763,30838076,주인공,7.6,21,
764,30864993,Bad Boy,7.58,32,
765,31224316,죽겠다 (KILLING ME),7.58,13,
766,3715673,사랑먼지,7.57,12,
767,1764208,대낮에 한 이별 (Feat. 선예 (Wonder Girls)),7.56,12,
768,4153450,슬피 우는 새 (Feat. 이수영),7.56,14,
769,3628515,삼촌 (Feat. 이적),7.55,14,
770,3043748,yayaya,7.54,11,
771,5531227,화 (Feat. 진실 Of Mad Soul Child) (Fire),7.54,25,
772,30147445,에라 모르겠다,7.54,34,
773,4082812,좋아 (JOAH),7.53,17,
774,30378155,이 지금,7.53,17,
775,3906383,Missing You (Feat. 김윤아 Of 자우림),7.52,24,
776,4443748,썸남썸녀 (Feat. 휘성),7.5,16,
777,8233373,Bye bye my blue,7.5,19,
778,4300927,링가 링가 (RINGA LINGA),7.48,15,
779,30492276,널 너무 모르고,7.48,36,
780,3156950,TONIGHT,7.47,17,
781,3053253,이게 아닌데,7.43,12,
782,3628477,비밀,7.43,14,
783,4252726,잘할 걸,7.43,15,
784,4381721,그때 우리,7.43,15,
785,4711007,애타는 마음,7.43,26,
786,4024692,있다 없으니까 (Gone Not Around Any Longer),7.42,23,
787,4271854,이별 10분 전,7.42,17,
788,3565242,달의 몰락,7.37,15,
789,3367970,몰라요,7.32,12,
790,4175021,Destiny,7.3,11,
791,4562881,Mr. Chu (On Stage),7.3,30,
792,4167370,레시피,7.29,11,
793,4789747,예뻐졌다 (Feat. 지코 Of Block B),7.29,32,
794,5622359,Apple (Feat. 박재범),7.28,15,
795,30447547,LONELY,7.28,16,
796,4084675,웃다 울다,7.27,12,
797,7896508,스물셋,7.27,28,
798,4011596,눈물샤워 (Feat. 에일리),7.26,25,
799,4603433,너를 원해 (Feat. Beenzino),7.26,21,
800,3832100,소나기 (주르르루),7.25,13,
801,8244030,Why,7.25,15,
802,30700708,LIKEY,7.25,39,
803,31035061,주지마,7.22,28,
804,3588757,"Get It In (Feat. Tiger JK, 정인) (Korean Ver.)",7.2,16,
805,4249547,나란놈이란,7.2,25,
806,5394265,손대지마,7.2,28,
807,5584641,미쳐,7.2,17,
808,5555752,행복해서 미안해,7.19,17,
809,5616999,슈퍼스타 (Prod. by D.O),7.19,18,
810,30657307,썸 탈꺼야,7.19,39,
811,8136765,썸타 (Lil` Something),7.18,11,
812,4320843,DOOM DADA,7.17,15,
813,3779252,다른 사람 품에 안겨서 (Someone Else) (Duet With 가인),7.16,11,
814,3893934,SEXY LOVE,7.15,18,
815,3698565,겁이 나서,7.14,13,
816,5804238,I Feel You,7.14,13,
817,4172962,Be OK (Feat. 배치기),7.13,18,
818,30781481,Heart Shaker,7.12,38,
819,3576486,정류장,7.11,19,
820,4734489,I`m In Love,7.11,15,
821,4152253,여자 대통령,7.1,15,
822,4674167,헤어졌다 만났다,7.08,15,
823,4814576,가,7.08,11,
824,4393161,Lonely (없구나),7.07,17,
825,4226211,니가 뭔데 (Who You?),7.05,17,
826,4649342,Last Romeo,7.05,11,
827,4085875,GENTLEMAN,7.04,19,
828,7971051,불공평해 (Unfair),7.04,15,
829,3558975,파라다이스 (Paradise),7,11,
830,8304617,Whatta Man (Good man),7,12,
831,30637987,MIC Drop,7,29,
832,4175139,비가 온다,6.98,12,
833,7946059,이별밖에,6.98,15,
834,30227061,노래,6.98,18,
835,3983239,일 년째,6.97,12,
836,8244031,Starlight (Feat. DEAN),6.97,15,
837,638570,바람이 분다,6.95,12,
838,3601574,그댄 달라요,6.95,13,
839,8026677,잊어버리지마 (Feat. 태연),6.94,50,
840,5818487,ON IT + BO$$,6.93,11,
841,4232200,삐딱하게 (Crooked),6.92,36,
842,4723861,이제 그만 싸우자,6.92,16,
843,7958267,가질 수 없는 너,6.92,12,
844,7967337,밤의 멜로디,6.92,11,
845,4205993,갖고놀래 (Feat. 다이나믹 듀오),6.91,25,
846,7924015,안아보자,6.91,19,
847,30753213,바보야,6.91,24,
848,3590149,그 남자 그 여자,6.9,21,
849,5372667,독기,6.9,19,
850,30063772,남아있어 (Feat. Crush),6.89,16,
851,30079086,Decalcomanie (데칼코마니),6.88,44,
852,5765888,가질 수 없는 너  (화생방실 클레오파트라) (Bonus Track),6.86,14,
853,4204339,넌 내꺼라는걸 (Feat. 스윙스),6.85,13,
854,30355842,She`s a Baby,6.85,16,
855,30688500,연애소설 (Feat. 아이유),6.85,26,
856,4042480,긴 생머리 그녀 (Miss Right),6.84,15,
857,7896507,Zeze,6.84,18,
858,5459290,쓰담쓰담,6.83,20,
859,30637985,Pied Piper,6.83,11,
860,3569458,사랑과 우정 사이 (With 김연우) (피노키오),6.8,14,
861,4168688,Fly,6.8,11,
862,9609354,If You,6.8,25,
863,4478187,Come Back Home,6.78,25,
864,9614761,그대라는 사치,6.78,61,
865,3801396,추격자,6.77,17,
866,3800393,I 돈 Care (Feat. 서수민PD),6.76,15,
867,4639518,너를 너를 너를,6.76,25,
868,4082947,Officially Missing You,6.74,11,
869,31006730,What is Love?,6.74,29,
870,4583481,Give Love,6.73,19,
871,9606657,Lotto,6.73,31,
872,4232054,사랑했었다면,6.72,12,
873,30178900,첫 눈,6.72,21,
874,3680,너를 위해,6.71,12,
875,8252588,리본 (Ribbon),6.71,16,
876,8304595,붐바야,6.71,21,
877,3783041,Twinkle,6.69,20,
878,3853979,"77학개론 (Feat. 리쌍, 김진표)",6.69,13,
879,4226210,Black (Feat. 제니 of BLACKPINK),6.67,15,
880,8068881,넌 is 뭔들,6.66,33,
881,30519033,Artist,6.66,28,
882,4854588,연결고리#힙합,6.65,32,
883,30809895,미안해,6.65,44,
884,5719287,WE LIKE 2 PARTY,6.64,19,
885,8184472,자격지심 (Feat. 은하 Of 여자친구),6.64,23,
886,3948917,If You Love Me (Feat. 박재범),6.63,17,
887,31194610,Love U,6.62,15,
888,4674344,Hug Me (Feat. Gaeko),6.61,13,
889,5785421,나를 슬프게 하는 사람들 (노래왕 퉁키),6.61,13,
890,8171202,Dream Girls,6.59,17,
891,30227065,Complex (feat. G-DRAGON),6.59,12,
892,30115011,거짓말 (Feat. 이해리 Of 다비치),6.58,12,
893,4160250,날개뼈 (Hot Wings) (Feat. 효린 Of Sistar),6.57,15,
894,8308231,puzzle,6.57,31,
895,4751624,"전화번호 (Feat. 버벌진트, 40)",6.56,14,
896,3028777,별처럼,6.54,11,
897,5793206,"아끼지마 (Don`t Be Shy) (Feat. 초아 (AOA), 아이언)",6.54,15,
898,8225127,달고나,6.54,14,
899,30529995,전야 (前夜) (The Eve),6.52,13,
900,5576417,같은 시간 속의 너,6.49,42,
901,5807274,우리 사랑하지 말아요,6.48,18,
902,8172437,우아해 (woo ah),6.48,18,
903,3906377,크레용 (Crayon),6.46,25,
904,5526865,악몽 (Feat. 박수진),6.45,12,
905,30247520,비가와 (Rain),6.45,19,
906,4317286,밤이 오는 거리 (Feat. 다이나믹듀오),6.43,12,
907,4711065,우산,6.43,15,날씨
908,30829858,#첫사랑,6.43,26,
909,30877002,눈사람,6.42,23,
910,3397797,Lonely,6.41,22,
911,3922586,춥다 (Feat. 이하이),6.41,15,
912,4309790,편지,6.41,18,
913,4714217,하늘색 약속,6.41,15,
914,30713051,덜덜덜,6.41,18,
915,4666402,사랑하는 그대여,6.39,16,
916,4082435,오늘 밤 (Feat. 배치기),6.36,21,
917,30257703,넘어와 (Feat. 백예린),6.36,17,
918,4121653,콩떡빙수,6.34,13,
919,7991610,덤앤더머 (DUMB & DUMBER),6.34,13,
920,4160243,쌔끈해 (Three Dopeboyz) (Feat. Zion.T),6.33,13,
921,4328659,그리워해요,6.33,20,
922,30468654,남이 될 수 있을까,6.33,39,
923,4312933,향기만 남아,6.32,27,
924,8233292,공중도덕 (Air DoTheQ),6.32,16,
925,8086946,손잡아 줘요,6.28,13,
926,3940533,귀여워 (With 권정열 Of 10cm),6.26,22,
927,4023744,지우개,6.26,15,
928,4579474,견딜만해 (Feat. 효린 Of 씨스타),6.26,23,
929,4230004,I`m Fine Thank You,6.25,12,
930,3037048,왜 이러니,6.24,11,
931,5765887,만약에 말야 (화생방실 클레오파트라) (Bonus Track),6.24,13,
932,30939454,내가 더 나빠,6.24,13,
933,4020215,눈물 (Feat. 유진 Of 더 씨야),6.2,28,
934,4686392,Good Luck,6.2,18,
935,30884950,그때 헤어지면 돼,6.2,37,
936,3939070,나를 잊지마요,6.19,12,
937,30461396,"무제(無題) (Untitled, 2014)",6.19,33,
938,3813657,"입장정리 (Feat. 최자, Simon D)",6.18,15,
939,5765885,사랑할수록 (화생방실 클레오파트라),6.18,16,
940,8170828,RE-BYE,6.17,17,
941,4397969,조금 이따 샤워해 (Feat. Crush),6.16,17,
942,3536905,안녕이라고 말하지마,6.14,26,
943,30937275,별이 빛나는 밤,6.14,34,
944,3403761,Fiction,6.12,23,
945,3601573,Swing Baby,6.11,12,
946,4484403,씨스루,6.1,11,
947,3928290,My Son,6.08,11,
948,8038492,센치해,6.08,16,
949,30244932,Not Today,6.08,13,
950,30383949,TOMBOY,6.06,21,
951,8261338,Day Day (Feat. 박재범) (Prod. by GRAY),6.05,37,
952,4478189,살아 봤으면 해,6.04,21,
953,4665107,내가 할 수 없는 말 (Feat. 나비),6.04,13,
954,5415175,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No Make Up)",6.04,23,
955,5781104,Remember,6.04,18,
956,4212184,24시간이 모자라,6.03,13,
957,7870705,리듬 타 (RHYTHM TA),6.03,25,
958,30657311,나의 사춘기에게,6.02,31,
959,4688674,Summer Time (자리비움),6.01,11,
960,5482636,잊지 말기로 해 (Bonus Track),6,15,
961,30661884,하루만,6,13,
962,30390068,오늘 취하면 (Feat. 창모) (Prod. SUGA),5.99,44,
963,4108714,청혼하는 거예요,5.97,22,
964,4635701,미운오리새끼,5.97,15,
965,4064020,Man In Love (남자가 사랑할때),5.96,12,
966,30378157,이런 엔딩,5.96,16,
967,5807273,쩔어 (GD & T.O.P),5.94,15,
968,3642699,촌스럽게 굴지마 (Feat. 용준형),5.93,14,
969,31227367,좋은 날,5.9,12,
970,3747293,기다려 그리고 준비해,5.89,12,
971,8141272,제주도의 푸른 밤,5.88,18,
972,4806687,컬러링,5.86,11,
973,8199190,널 사랑하지 않아,5.84,63,
974,7858989,어깨,5.81,25,
975,30637988,고민보다 Go,5.81,35,
976,4100521,Wash Away (Feat. 에일리),5.8,21,
977,4160246,BAAAM (Feat. Muzie Of UV),5.8,23,
978,9631530,내가 저지른 사랑,5.8,47,
979,3968900,허수아비,5.78,12,
980,4079025,Somebody,5.78,11,
981,4037314,Dream Girl,5.77,14,
982,4478186,Crush,5.76,12,
983,5408681,시간과 낙엽,5.76,15,
984,5767424,링마벨 (Ring My Bell),5.71,14,
985,8170829,사람들이 움직이는 게,5.65,15,
986,4282578,촌스럽게 왜 이래 (You Don`t Know Love),5.64,17,
987,4532820,뜨래요 (Feat. 앙리 Of 3B),5.64,19,
988,30169608,이쁘다니까,5.64,24,
989,3787653,She`s Gone,5.61,20,
990,31056799,잊을만하면,5.61,16,
991,8075429,야 하고 싶어 (Feat. 시우민 of EXO),5.59,15,
992,3394454,이젠 그랬으면 좋겠네 (조용필),5.58,12,
993,5760115,IF YOU,5.58,23,
994,31189085,어쩌나,5.57,13,
995,3832099,네온사인,5.56,12,
996,4021445,안녕 나야,5.56,21,
997,7896509,푸르던,5.56,18,
998,4478188,너 아님 안돼,5.51,21,
999,30285450,FINGERTIP,5.51,15,
1000,30827192,비밀정원,5.51,12,
1001,4193337,으르렁 (Growl),5.5,49,
1002,3656320,속상해서 (술 한잔 해요 Part.2),5.49,12,
1003,4381725,백야,5.45,12,
1004,4168680,미친게 아니라구요 (Feat. MC 스나이퍼),5.42,12,
1005,4060136,둘이서 한잔해,5.4,13,
1006,4307957,"어디서 잤어 (Feat. 버벌진트, 스윙스)",5.39,14,
1007,5421427,헤픈엔딩 (Feat. 조원선 Of 롤러코스터),5.39,23,
1008,3818486,STILL ALIVE,5.37,15,
1009,30215199,기다렸다 가,5.37,18,
1010,31046548,욕심,5.37,20,
1011,30314784,밤편지,5.36,84,
1012,5627962,나도 여자예요,5.33,11,
1013,4066001,사랑은 은하수 다방에서,5.29,11,
1014,5768980,PARTY,5.27,15,
1015,3565243,여우야,5.23,14,
1016,30025065,세 단어,5.21,20,
1017,30637984,보조개,5.21,11,
1018,3928713,닐리리맘보,5.2,20,
1019,7956305,Dream (Feat. XIA of JYJ),5.2,14,
1020,4115610,이 나이 먹도록,5.16,12,
1021,5439395,언제쯤이면 (Duet.아이유),5.16,22,
1022,5465067,U & I (With Crush & 빈지노),5.15,17,
1023,3884575,I Need You,5.14,31,
1024,30646585,잠 못 드는 밤 비는 내리고,5.14,19,
1025,7931723,꿀잼,5.13,12,
1026,9613173,목요일 밤 (Feat. 빈지노),5.11,37,
1027,5401276,소격동,5.1,13,
1028,9634954,러시안 룰렛 (Russian Roulette),5.09,40,
1029,9646572,끝,5.09,25,
1030,4147352,만인의 연인 (Feat. 하림),5.08,11,
1031,3964483,힐링이 필요해,5.04,15,
1032,4645220,나의 옛날이야기,5.02,23,
1033,7900822,4 Walls,5.01,15,
1034,30072075,널 너무 사랑해서 (Feat. 정은지 of 에이핑크),5.01,17,
1035,30126870,술 한잔해요 오늘,5,12,
1036,3734735,LOVE DAY,4.99,25,
1037,4328770,이별식탁 (Feat. 산체스 Of 팬텀),4.99,19,
1038,30072072,11:11,4.99,29,
1039,30143605,Hush,4.98,12,
1040,31085246,Outro : Tear,4.98,14,
1041,5457853,펑펑,4.97,13,
1042,30688502,빈차 (Feat. 오혁),4.97,19,
1043,4583483,얼음들,4.96,13,
1044,5822923,가슴 뛰도록,4.96,15,
1045,31161280,1도 없어,4.96,17,
1046,4282710,미스터리 (Feat. San E),4.94,18,
1047,30753021,눈 (Feat. 이문세),4.94,14,날씨
1048,8219168,GOOD (Feat. ELO),4.93,13,
1049,4150987,비범벅 (Feat. 범키),4.92,15,
1050,8181755,Good Luck,4.92,16,
1051,30948698,꽃 길,4.91,31,
1052,9647331,태풍 (The Eye),4.9,12,
1053,4100925,꼭 한번 만나고 싶다,4.88,19,
1054,30810765,겨울소리,4.87,11,
1055,7985328,다시 (Feat. 유재석),4.86,12,
1056,31113242,영원+1 (Prod. NELL),4.85,14,
1057,4639335,Night And Day,4.84,13,
1058,30657308,Blue,4.79,26,
1059,4366156,"Dali, Van, Picasso",4.74,24,
1060,3411852,늪 (조관우),4.72,13,
1061,8129245,너도 (Feat. Cha Cha Malone),4.72,15,
1062,8247080,쿵,4.71,14,
1063,31133898,너 없인 안 된다,4.71,19,
1064,30029184,21세기 소녀,4.69,15,
1065,30143498,내 눈에만 보여,4.67,14,
1066,30806539,지나갈 테니 (Been Through),4.66,11,
1067,5390701,틈,4.63,22,
1068,31113240,켜줘 (Light),4.63,21,
1069,8161257,내 입술 따뜻한 커피처럼 (Feat. 이성경) (Prod. by 박근태),4.61,23,
1070,3928194,말리꽃 (원곡가수 이승철),4.58,19,
1071,4072715,녹는 중 (Feat. 버벌진트),4.44,24,
1072,4081054,Babay (Feat. Gaeko),4.44,13,
1073,4126905,괜찮겠니,4.41,13,
1074,7956302,I Remember You (Feat. Zion.T),4.41,12,
1075,4153481,Love Love Love,4.38,13,
1076,5717521,넌 나의 집,4.38,11,
1077,30227063,미안해 (feat. Beenzino),4.37,11,
1078,4268435,분홍신,4.36,20,
1079,31113243,모래시계 (Prod. 헤이즈),4.36,17,
1080,4512170,흔한 노래,4.35,22,
1081,4209541,기억속의 먼 그대에게,4.32,12,
1082,30024794,그대 그대 그대,4.32,13,
1083,8247081,Machine Gun (Feat. MINO),4.31,12,
1084,3037107,똑같다면,4.3,11,
1085,30029183,Am I Wrong,4.29,12,
1086,31189241,너나 해 (Egotistic),4.28,15,
1087,31199873,"셋 셀테니 (1, 2, 3!)",4.28,14,
1088,4138611,Crying,4.26,13,
1089,4646572,사랑이 지나가면,4.26,14,
1090,30029181,Lost,4.24,12,
1091,4572941,가끔,4.22,16,
1092,3940755,똑같은 사랑 똑같은 이별,4.21,20,
1093,4691117,니가 빈 자리,4.17,13,
1094,30378156,팔레트 (Feat. G-DRAGON),4.15,52,
1095,4138608,바빠 (Bad Boy),4.14,16,
1096,30290011,부담이 돼 (Feat. 휘인 Of 마마무),4.09,28,
1097,30147446,LAST DANCE,4.05,21,
1098,3570032,Open Arms (Journey) (Feat. 크리스티나),4.01,14,
1099,3411851,나와 같다면 (김장훈),4,13,
1100,30038185,어떻게 지내,4,22,
1101,4749304,AEAO,3.98,11,
1102,3922575,Fine Thank You And You?,3.97,12,
1103,3987723,매력있어,3.93,19,
1104,4061513,그대로 있어도 돼 (Feat. Crush),3.93,12,
1105,4336120,잊혀진다는 거,3.91,12,
1106,31085237,FAKE LOVE,3.91,24,
1107,31215747,SoulMate (Feat. 아이유),3.74,13,
1108,8304594,휘파람,3.68,34,
1109,30202716,최고의 선물 (Prod. by PSY),3.64,11,
1110,8042553,Rain,3.63,33,
1111,30442480,CALLING YOU,3.62,12,
1112,30859584,사랑을 했다 (LOVE SCENARIO),3.59,40,
1113,2951700,그땐 그땐 그땐,3.53,11,
1114,30205955,행복한 척,3.49,15,
1115,30997649,EVERYDAY,3.44,23,
1116,4133615,"회복이 급해 (Feat. 하림, 호투)",3.43,12,
1117,4393317,Good Morning Baby,3.43,11,
1118,31147211,Dejavu,3.39,12,
1119,30147447,GIRLFRIEND,3.3,14,
1120,30660699,너를 찾아서,3.26,11,
1121,5400360,그게 나야,3.24,22,
1122,30688501,"노땡큐 (Feat. MINO, 사이먼 도미닉, 더콰이엇)",3.24,18,
1123,31113241,캥거루 (Kangaroo) (Prod. ZICO),3.17,20,
1124,31131273,뚜두뚜두 (DDU-DU DDU-DU),3.09,20,
1125,30105590,꽃길 (Prod. By ZICO),3.08,24,
1126,5413548,보고싶어,2.98,11,
1127,31113244,11 (Prod. 다이나믹듀오),2.94,11,
1128,3958817,있기 없기,2.91,14,
1129,5421429,스포일러,2.9,11,
1130,3450190,얼음꽃 (Feat. 김세황),2.85,16,
1131,5779688,주마등 (Feat. 우혜미),2.83,12,
1132,3576488,미인,2.77,11,
1133,31093710,여행,2.75,23,
1134,4362019,너에게만,2.73,20,
1135,30120986,이 바보야,2.71,27,
1136,3641162,미행,2.62,11,
1137,5622398,어쩌라고 (So What),2.53,12,
1138,31175119,Dance The Night Away,2.47,16,
1139,31230093,Power Up,2.37,12,
1140,3325048,나 항상 그대를 (With YB),2.2,11,
1141,31164090,동화,1.74,17,
